UserId	image1 initial answer	image2 initial answer	image3 initial answer	image1 final answer	image2 final answer	image3 final answer	image1 neighboring answers	image2 neighboring answers	image3 neighboring answers
ATUCF2V185DKU	100000	50000	50000	100000	50000	50000	"25600,23600,22000,25900,24300,26000,22000,25700,22000,25800,23300,23000,23500,22000,16000,24500,23800,22000,24000,22000,"	"15500,14000,15000,12000,14500,12000,12000,16000,12000,13500,"	"15000,16000,12000,15500,12000,"
A2XS49LRNX8PD4	22000	1500	2655	20000	1500	3000	"18000,17900,17800,17700,17600,16500,16300,16000,15800,15600,15500,15300,15000,14000,14000,14000,14000,14000,14000,8000,"	"5500,6000,6500,7000,7500,8000,9500,9500,9500,9500,"	"6655,7155,7655,10655,10655,"
A1JQZ746LWLAE0	85000	27500	25000	30000	15300	17000	"26000,25900,25800,25700,25600,24500,24300,24000,23800,23600,23500,23300,23000,22000,22000,22000,22000,22000,22000,16000,"	"16000,15500,15000,14500,14000,13500,12000,12000,12000,12000,"	"16000,15500,15000,12000,12000,"
A12K1TVLD2BCZV	20000	0	0	0	0	0	"16000,15900,15800,15700,15600,14500,14300,14000,13800,13600,13500,13300,13000,12000,12000,12000,12000,12000,12000,6000,"		
A1ISSK6LGPKUKC	60000	4000	6000	25000	5000	7000	"26000,25900,25800,25700,25600,24500,24300,24000,23800,23600,23500,23300,23000,22000,22000,22000,22000,22000,22000,16000,"	"8000,8500,9000,9500,10000,10500,12000,12000,12000,12000,"	"10000,10500,11000,14000,14000,"
ABH6XWQSIA9HD	60000	12000	16000	28000	9000	15000	"25600,23600,22000,25900,24300,26000,22000,25700,22000,25800,23300,23000,23500,22000,16000,24500,23800,22000,24000,22000,"	"7500,6000,7000,4000,6500,4000,4000,8000,4000,5500,"	"11000,12000,8000,11500,8000,"
A1IYDNO6Q2U1OR	99998	58500	48654	32000	18540	15895	"26000,25900,25800,25700,25600,24500,24300,24000,23800,23600,23500,23300,23000,22000,22000,22000,22000,22000,22000,16000,"	"16000,15500,15000,14500,14000,13500,12000,12000,12000,12000,"	"16000,15500,15000,12000,12000,"
AY4XQLY102J8M	98500	58500	35000	26500	15420	18000	"25600,23600,22000,25900,24300,26000,22000,25700,22000,25800,23300,23000,23500,22000,16000,24500,23800,22000,24000,22000,"	"15500,14000,15000,12000,14500,12000,12000,16000,12000,13500,"	"15000,16000,12000,15500,12000,"
APJP26EXKPSE2	100020	0	0	0	0	0	"26000,25900,25800,25700,25600,24500,24300,24000,23800,23600,23500,23300,23000,22000,22000,22000,22000,22000,22000,16000,"		
A3Q2XBURXQ8RJS	3000	2000	5000	9000	4000	7000	"7000,7100,7200,7300,7400,8500,8700,9000,9200,9400,9500,9700,10000,11000,11000,11000,11000,11000,11000,17000,"	"6000,6500,7000,7500,8000,8500,10000,10000,10000,10000,"	"9000,9500,10000,13000,13000,"
A1U3KTAUMV7QKT	18000	800	1600	18000	800	1600	"13600,11600,10000,13900,12300,14000,10000,13700,10000,13800,11300,11000,11500,10000,4000,12500,11800,10000,12000,10000,"	"5300,6800,5800,8800,6300,8800,8800,4800,8800,7300,"	"6600,5600,9600,6100,9600,"
 A1BS2DU3JS250T	876452	23500	20000	27000	13500	18000	"26000,25900,25800,25700,25600,24500,24300,24000,23800,23600,23500,23300,23000,22000,22000,22000,22000,22000,22000,16000,"	"16000,15500,15000,14500,14000,13500,12000,12000,12000,12000,"	"16000,15500,15000,12000,12000,"
A2RPII0OB1PREU	55000	10000	1500	30000	7000	4000	"26000,25900,25800,25700,25600,24500,24300,24000,23800,23600,23500,23300,23000,22000,22000,22000,22000,22000,22000,16000,"	"6000,5500,5000,4500,4000,3500,2000,2000,2000,2000,"	"5500,6000,6500,9500,9500,"
QIGXBKWIPO	60000	20000	10000	25700	13500	6000	"26000,25900,25800,25700,25600,24500,24300,24000,23800,23600,23500,23300,23000,22000,22000,22000,22000,22000,22000,16000,"	"16000,15500,15000,14500,14000,13500,12000,12000,12000,12000,"	"6000,5500,5000,2000,2000,"
AV6GLPL2GP02	3200	1800	1000	3200	1800	1000	"7600,9600,11200,7300,8900,7200,11200,7500,11200,7400,9900,10200,9700,11200,17200,8700,9400,11200,9200,11200,"	"6300,7800,6800,9800,7300,9800,9800,5800,9800,8300,"	"6000,5000,9000,5500,9000,"
A14HW8I4RYHNC4	35000	8000	13000	24000	8000	10000	"26000,25900,25800,25700,25600,24500,24300,24000,23800,23600,23500,23300,23000,22000,22000,22000,22000,22000,22000,16000,"	"12000,12500,13000,13500,14000,14500,16000,16000,16000,16000,"	"9000,8500,8000,5000,5000,"
A2DCLU4B46AB1U	99999	20000	20000	27000	20000	20000	"26000,25900,25800,25700,25600,24500,24300,24000,23800,23600,23500,23300,23000,22000,22000,22000,22000,22000,22000,16000,"	"16000,15500,15000,14500,14000,13500,12000,12000,12000,12000,"	"16000,15500,15000,12000,12000,"
A3V7PZKF0VJS4R	98999	25000	20000	98999	15000	14500	"26000,25900,25800,25700,25600,24500,24300,24000,23800,23600,23500,23300,23000,22000,22000,22000,22000,22000,22000,16000,"	"16000,15500,15000,14500,14000,13500,12000,12000,12000,12000,"	"16000,15500,15000,12000,12000,"
 A272IOADALQHWV	99999	0	0	0	0	0	"26000,25900,25800,25700,25600,24500,24300,24000,23800,23600,23500,23300,23000,22000,22000,22000,22000,22000,22000,16000,"		
A2JBJFPFG38X9C	50000	3200	2800	32000	3200	2800	"25600,23600,22000,25900,24300,26000,22000,25700,22000,25800,23300,23000,23500,22000,16000,24500,23800,22000,24000,22000,"	"7700,9200,8200,11200,8700,11200,11200,7200,11200,9700,"	"7800,6800,10800,7300,10800,"
A1ANSIDQ1R2JFC	12000	8000	3500	12000	8000	3500	"16400,18400,20000,16100,17700,16000,20000,16300,20000,16200,18700,19000,18500,20000,26000,17500,18200,20000,18000,20000,"	"12500,14000,13000,16000,13500,16000,16000,12000,16000,14500,"	"8500,7500,11500,8000,11500,"
A1H0GRRT8J059	20000	1000	1000	20000	1000	1000	"15600,13600,12000,15900,14300,16000,12000,15700,12000,15800,13300,13000,13500,12000,6000,14500,13800,12000,14000,12000,"	"5500,7000,6000,9000,6500,9000,9000,5000,9000,7500,"	"6000,5000,9000,5500,9000,"
 A12L49XOTAS4H8	87897	32500	14500	24600	14500	10000	"26000,25900,25800,25700,25600,24500,24300,24000,23800,23600,23500,23300,23000,22000,22000,22000,22000,22000,22000,16000,"	"16000,15500,15000,14500,14000,13500,12000,12000,12000,12000,"	"10500,10000,9500,6500,6500,"
AGWH82NB1FO3B	90000	70000	85000	95000	75000	90000	"26000,25900,25800,25700,25600,24500,24300,24000,23800,23600,23500,23300,23000,22000,22000,22000,22000,22000,22000,16000,"	"16000,15500,15000,14500,14000,13500,12000,12000,12000,12000,"	"16000,15500,15000,12000,12000,"
AMSD0JV1W7V9F	5000	5500	5500	8500	6500	6000	"9000,9100,9200,9300,9400,10500,10700,11000,11200,11400,11500,11700,12000,13000,13000,13000,13000,13000,13000,19000,"	"9500,10000,10500,11000,11500,12000,13500,13500,13500,13500,"	"9500,10000,10500,13500,13500,"
A729PCWE118T1	5000	15000	10000	10000	10000	5000	"9000,9100,9200,9300,9400,10500,10700,11000,11200,11400,11500,11700,12000,13000,13000,13000,13000,13000,13000,19000,"	"11000,10500,10000,9500,9000,8500,7000,7000,7000,7000,"	"6000,5500,5000,2000,2000,"
AHOA0NDN9TK2W	50000	20000	30000	25000	15000	20000	"26000,25900,25800,25700,25600,24500,24300,24000,23800,23600,23500,23300,23000,22000,22000,22000,22000,22000,22000,16000,"	"16000,15500,15000,14500,14000,13500,12000,12000,12000,12000,"	"16000,15500,15000,12000,12000,"
A3J83K797QJ6QO	55000	21050	13775	19750	9775	7250	"26000,25900,25800,25700,25600,24500,24300,24000,23800,23600,23500,23300,23000,22000,22000,22000,22000,22000,22000,16000,"	"16000,15500,15000,14500,14000,13500,12000,12000,12000,12000,"	"9775,9275,8775,5775,5775,"
A3H0YTHZEHMW39	60000	5000	0	25000	8500	0	"25600,23600,22000,25900,24300,26000,22000,25700,22000,25800,23300,23000,23500,22000,16000,24500,23800,22000,24000,22000,"	"9500,11000,10000,13000,10500,13000,13000,9000,13000,11500,"	
A1R8URO4FZGB0Q	100000	100000	100000	100000	100000	100000	"25600,23600,22000,25900,24300,26000,22000,25700,22000,25800,23300,23000,23500,22000,16000,24500,23800,22000,24000,22000,"	"15500,14000,15000,12000,14500,12000,12000,16000,12000,13500,"	"15000,16000,12000,15500,12000,"
A2HI1IEIQT6EC	10000	15000	12000	14000	11000	8000	"14000,14100,14200,14300,14400,15500,15700,16000,16200,16400,16500,16700,17000,18000,18000,18000,18000,18000,18000,24000,"	"11000,10500,10000,9500,9000,8500,7000,7000,7000,7000,"	"8000,7500,7000,4000,4000,"
AVRW2T2MJFGQ0	50000	14000	7000	26000	7000	12000	"26000,25900,25800,25700,25600,24500,24300,24000,23800,23600,23500,23300,23000,22000,22000,22000,22000,22000,22000,16000,"	"10000,9500,9000,8500,8000,7500,6000,6000,6000,6000,"	"11000,11500,12000,15000,15000,"
A100OV9D1OY7NI	99999	22800	12900	25900	15000	8400	"25600,23600,22000,25900,24300,26000,22000,25700,22000,25800,23300,23000,23500,22000,16000,24500,23800,22000,24000,22000,"	"15500,14000,15000,12000,14500,12000,12000,16000,12000,13500,"	"7900,8900,4900,8400,4900,"
A1WL7S1G00PUDX	9500	3500	7000	14000	6500	12500	"13900,15900,17500,13600,15200,13500,17500,13800,17500,13700,16200,16500,16000,17500,23500,15000,15700,17500,15500,17500,"	"8000,9500,8500,11500,9000,11500,11500,7500,11500,10000,"	"12000,11000,15000,11500,15000,"
AWFY894OEXIJ4	100000	50000	10000	100000	50000	4000	"25600,23600,22000,25900,24300,26000,22000,25700,22000,25800,23300,23000,23500,22000,16000,24500,23800,22000,24000,22000,"	"15500,14000,15000,12000,14500,12000,12000,16000,12000,13500,"	"5000,6000,2000,5500,2000,"
A1REA0KEB5BAF5	150000	0	0	0	0	0	"25600,23600,22000,25900,24300,26000,22000,25700,22000,25800,23300,23000,23500,22000,16000,24500,23800,22000,24000,22000,"		
 A21AVVEQUEX7DA	99999	24000	20000	26500	18000	16500	"25600,23600,22000,25900,24300,26000,22000,25700,22000,25800,23300,23000,23500,22000,16000,24500,23800,22000,24000,22000,"	"15500,14000,15000,12000,14500,12000,12000,16000,12000,13500,"	"15000,16000,12000,15500,12000,"
A1T9DFT0XOO3V5	99999	32450	32000	23450	12400	14500	"25600,23600,22000,25900,24300,26000,22000,25700,22000,25800,23300,23000,23500,22000,16000,24500,23800,22000,24000,22000,"	"15500,14000,15000,12000,14500,12000,12000,16000,12000,13500,"	"15000,16000,12000,15500,12000,"
A18T7E73TNGOKP	100000	15000	15000	29000	9000	12000	"26000,25900,25800,25700,25600,24500,24300,24000,23800,23600,23500,23300,23000,22000,22000,22000,22000,22000,22000,16000,"	"11000,10500,10000,9500,9000,8500,7000,7000,7000,7000,"	"11000,10500,10000,7000,7000,"
A2SGOEOZIT7UIU	40000	25000	25000	40000	25000	25000	"25600,23600,22000,25900,24300,26000,22000,25700,22000,25800,23300,23000,23500,22000,16000,24500,23800,22000,24000,22000,"	"15500,14000,15000,12000,14500,12000,12000,16000,12000,13500,"	"15000,16000,12000,15500,12000,"
A2GGYZG10TWE6V	10000	3600	8000	15000	4000	10000	"14400,16400,18000,14100,15700,14000,18000,14300,18000,14200,16700,17000,16500,18000,24000,15500,16200,18000,16000,18000,"	"8100,9600,8600,11600,9100,11600,11600,7600,11600,10100,"	"13000,12000,16000,12500,16000,"
A2JPVJSFVU89GH	99999	55443	24000	24500	13500	15500	"26000,25900,25800,25700,25600,24500,24300,24000,23800,23600,23500,23300,23000,22000,22000,22000,22000,22000,22000,16000,"	"16000,15500,15000,14500,14000,13500,12000,12000,12000,12000,"	"16000,15500,15000,12000,12000,"
a689hoeq6t5p6	1	8001	7000	6001	14501	15000	"4401,6401,8001,4101,5701,4001,8001,4301,8001,4201,6701,7001,6501,8001,14001,5501,6201,8001,6001,8001,"	"12501,14001,13001,16001,13501,16001,16001,12001,16001,14501,"	"12000,11000,15000,11500,15000,"
A164RBTU9AO3G7	5000	20000	16000	10000	15000	13000	"9000,9100,9200,9300,9400,10500,10700,11000,11200,11400,11500,11700,12000,13000,13000,13000,13000,13000,13000,19000,"	"16000,15500,15000,14500,14000,13500,12000,12000,12000,12000,"	"12000,11500,11000,8000,8000,"
A3QP3LRCVC20M0	8599	15448	6558	16599	7448	14558	"12599,12699,12799,12899,12999,14099,14299,14599,14799,14999,15099,15299,15599,16599,16599,16599,16599,16599,16599,22599,"	"11448,10948,10448,9948,9448,8948,7448,7448,7448,7448,"	"10558,11058,11558,14558,14558,"
A3RYH6OUH7BJ4Z	25000	3000	10000	25000	6000	8000	"21000,20900,20800,20700,20600,19500,19300,19000,18800,18600,18500,18300,18000,17000,17000,17000,17000,17000,17000,11000,"	"7000,7500,8000,8500,9000,9500,11000,11000,11000,11000,"	"6000,5500,5000,2000,2000,"
A1DNPYZKVJ05O9	9000	15000	9000	20000	9000	4500	"13400,15400,17000,13100,14700,13000,17000,13300,17000,13200,15700,16000,15500,17000,23000,14500,15200,17000,15000,17000,"	"10500,9000,10000,7000,9500,7000,7000,11000,7000,8500,"	"4000,5000,1000,4500,1000,"
A2YYF3CH4JMC24	3500	2000	2300	3800	2300	2500	"7900,9900,11500,7600,9200,7500,11500,7800,11500,7700,10200,10500,10000,11500,17500,9000,9700,11500,9500,11500,"	"6500,8000,7000,10000,7500,10000,10000,6000,10000,8500,"	"7300,6300,10300,6800,10300,"
A3T9NC9V3VL9RD	30000	40000	17000	24000	14500	10000	"26000,25900,25800,25700,25600,24500,24300,24000,23800,23600,23500,23300,23000,22000,22000,22000,22000,22000,22000,16000,"	"16000,15500,15000,14500,14000,13500,12000,12000,12000,12000,"	"13000,12500,12000,9000,9000,"
A3GH7IV4Q9SBSB	858001	12482	65007	24952	8750	14528	"25600,23600,22000,25900,24300,26000,22000,25700,22000,25800,23300,23000,23500,22000,16000,24500,23800,22000,24000,22000,"	"7982,6482,7482,4482,6982,4482,4482,8482,4482,5982,"	"15000,16000,12000,15500,12000,"
A14PFRHG0A2YY9 	100000	50000	25000	100000	50000	25000	"26000,25900,25800,25700,25600,24500,24300,24000,23800,23600,23500,23300,23000,22000,22000,22000,22000,22000,22000,16000,"	"16000,15500,15000,14500,14000,13500,12000,12000,12000,12000,"	"16000,15500,15000,12000,12000,"
A37M4OVE9R80G	99999	20000	20000	30000	20000	20000	"26000,25900,25800,25700,25600,24500,24300,24000,23800,23600,23500,23300,23000,22000,22000,22000,22000,22000,22000,16000,"	"16000,15500,15000,14500,14000,13500,12000,12000,12000,12000,"	"16000,15500,15000,12000,12000,"
ASNMT3I94HZ44	826893	310568	26800	24000	20000	20000	"25600,23600,22000,25900,24300,26000,22000,25700,22000,25800,23300,23000,23500,22000,16000,24500,23800,22000,24000,22000,"	"15500,14000,15000,12000,14500,12000,12000,16000,12000,13500,"	"15000,16000,12000,15500,12000,"
AGFRHKDMLZ1K8	950	0	0	0	0	0	"5350,7350,8950,5050,6650,4950,8950,5250,8950,5150,7650,7950,7450,8950,14950,6450,7150,8950,6950,8950,"		
A3FGJQZAB81TXE	100000	100000	0	100000	100000	100000	"25600,23600,22000,25900,24300,26000,22000,25700,22000,25800,23300,23000,23500,22000,16000,24500,23800,22000,24000,22000,"	"15500,14000,15000,12000,14500,12000,12000,16000,12000,13500,"	"5000,4000,8000,4500,8000,"
A1AVR3F8WMU46A	2500	5100	11000	7500	9000	6700	"6500,6600,6700,6800,6900,8000,8200,8500,8700,8900,9000,9200,9500,10500,10500,10500,10500,10500,10500,16500,"	"9100,9600,10100,10600,11100,11600,13100,13100,13100,13100,"	"7000,6500,6000,3000,3000,"
AJTLLYV805FQU	500000	30000	26000	30000	30000	26000	"26000,25900,25800,25700,25600,24500,24300,24000,23800,23600,23500,23300,23000,22000,22000,22000,22000,22000,22000,16000,"	"16000,15500,15000,14500,14000,13500,12000,12000,12000,12000,"	"16000,15500,15000,12000,12000,"
A2V68RNQVUAY70	10000	50000	30000	18000	15000	33000	"14000,14100,14200,14300,14400,15500,15700,16000,16200,16400,16500,16700,17000,18000,18000,18000,18000,18000,18000,24000,"	"16000,15500,15000,14500,14000,13500,12000,12000,12000,12000,"	"16000,15500,15000,12000,12000,"
A7PB60G6KSE88	60000	3900	10500	27000	5200	9500	"26000,25900,25800,25700,25600,24500,24300,24000,23800,23600,23500,23300,23000,22000,22000,22000,22000,22000,22000,16000,"	"7900,8400,8900,9400,9900,10400,11900,11900,11900,11900,"	"6500,6000,5500,2500,2500,"
A2L0AHQ78ET229	100000	29000	16500	25800	16000	125000	"25600,23600,22000,25900,24300,26000,22000,25700,22000,25800,23300,23000,23500,22000,16000,24500,23800,22000,24000,22000,"	"15500,14000,15000,12000,14500,12000,12000,16000,12000,13500,"	"11500,12500,8500,12000,8500,"
A1CSPZ1GAXLHJP	70000	30000	16000	24000	13500	10000	"26000,25900,25800,25700,25600,24500,24300,24000,23800,23600,23500,23300,23000,22000,22000,22000,22000,22000,22000,16000,"	"16000,15500,15000,14500,14000,13500,12000,12000,12000,12000,"	"12000,11500,11000,8000,8000,"
A3P9BBIGUZ53BX	25000	18000	9000	23000	15500	6000	"21000,20900,20800,20700,20600,19500,19300,19000,18800,18600,18500,18300,18000,17000,17000,17000,17000,17000,17000,11000,"	"14000,13500,13000,12500,12000,11500,10000,10000,10000,10000,"	"5000,4500,4000,1000,1000,"
A2G80RMTUEF8FB	90000	18520	18765	25675	11111	12345	"25600,23600,22000,25900,24300,26000,22000,25700,22000,25800,23300,23000,23500,22000,16000,24500,23800,22000,24000,22000,"	"14020,12520,13520,10520,13020,10520,10520,14520,10520,12020,"	"13765,14765,10765,14265,10765,"
A1WNHGZ8S46T3C	7200	1100	1800	7200	1100	1800	"11600,13600,15200,11300,12900,11200,15200,11500,15200,11400,13900,14200,13700,15200,21200,12700,13400,15200,13200,15200,"	"5600,7100,6100,9100,6600,9100,9100,5100,9100,7600,"	"6800,5800,9800,6300,9800,"
A1OSFZ2L6UVKIS	25000	17000	10000	25000	15000	7000	"21000,20900,20800,20700,20600,19500,19300,19000,18800,18600,18500,18300,18000,17000,17000,17000,17000,17000,17000,11000,"	"13000,12500,12000,11500,11000,10500,9000,9000,9000,9000,"	"6000,5500,5000,2000,2000,"
 AMHZ8D856PO3F 	24000	0	0	23000	0	0	"20000,19900,19800,19700,19600,18500,18300,18000,17800,17600,17500,17300,17000,16000,16000,16000,16000,16000,16000,10000,"		
A1U8SKGOLPX25O	20000	5000	7000	20000	7000	9000	"16000,15900,15800,15700,15600,14500,14300,14000,13800,13600,13500,13300,13000,12000,12000,12000,12000,12000,12000,6000,"	"9000,9500,10000,10500,11000,11500,13000,13000,13000,13000,"	"11000,11500,12000,15000,15000,"
A2U6RU3NL5CGH7	64119	2165	2316	64119	2165	2316	"26000,25900,25800,25700,25600,24500,24300,24000,23800,23600,23500,23300,23000,22000,22000,22000,22000,22000,22000,16000,"	"6165,6665,7165,7665,8165,8665,10165,10165,10165,10165,"	"6316,6816,7316,10316,10316,"
A528GXPSFYJ6F	100000	100000	100000	100000	100000	100000	"26000,25900,25800,25700,25600,24500,24300,24000,23800,23600,23500,23300,23000,22000,22000,22000,22000,22000,22000,16000,"	"16000,15500,15000,14500,14000,13500,12000,12000,12000,12000,"	"16000,15500,15000,12000,12000,"
A2UD6YLEN1BU8M	95000	24000	12000	25000	150000	8000	"26000,25900,25800,25700,25600,24500,24300,24000,23800,23600,23500,23300,23000,22000,22000,22000,22000,22000,22000,16000,"	"16000,15500,15000,14500,14000,13500,12000,12000,12000,12000,"	"8000,7500,7000,4000,4000,"
A1ADAXLAVGVP0A	30000	5000	10000	25000	9000	7000	"25600,23600,22000,25900,24300,26000,22000,25700,22000,25800,23300,23000,23500,22000,16000,24500,23800,22000,24000,22000,"	"9500,11000,10000,13000,10500,13000,13000,9000,13000,11500,"	"5000,6000,2000,5500,2000,"
A3VLWJYR99R66D	25000	12000	5000	20000	7200	12000	"20600,18600,17000,20900,19300,21000,17000,20700,17000,20800,18300,18000,18500,17000,11000,19500,18800,17000,19000,17000,"	"7500,6000,7000,4000,6500,4000,4000,8000,4000,5500,"	"10000,9000,13000,9500,13000,"
AHLVAVDNE9WI0	50000	50000	55000	25600	15550	2000	"25600,23600,22000,25900,24300,26000,22000,25700,22000,25800,23300,23000,23500,22000,16000,24500,23800,22000,24000,22000,"	"15500,14000,15000,12000,14500,12000,12000,16000,12000,13500,"	"15000,16000,12000,15500,12000,"
A2BG6O1B5B3F78	60000	74000	25400	243000	14500	16532	"26000,25900,25800,25700,25600,24500,24300,24000,23800,23600,23500,23300,23000,22000,22000,22000,22000,22000,22000,16000,"	"16000,15500,15000,14500,14000,13500,12000,12000,12000,12000,"	"16000,15500,15000,12000,12000,"
A3BZY4FZNEZ4LW	1500	1300	2000	5500	5300	6000	"5900,7900,9500,5600,7200,5500,9500,5800,9500,5700,8200,8500,8000,9500,15500,7000,7700,9500,7500,9500,"	"5800,7300,6300,9300,6800,9300,9300,5300,9300,7800,"	"7000,6000,10000,6500,10000,"
ASJ5CAB6QLT4M	87563	12500	15000	88000	12000	15500	"26000,25900,25800,25700,25600,24500,24300,24000,23800,23600,23500,23300,23000,22000,22000,22000,22000,22000,22000,16000,"	"8500,8000,7500,7000,6500,6000,4500,4500,4500,4500,"	"11000,10500,10000,7000,7000,"
A2D3TM156X7Y61	60000	2000	8000	20000	5000	10000	"25600,23600,22000,25900,24300,26000,22000,25700,22000,25800,23300,23000,23500,22000,16000,24500,23800,22000,24000,22000,"	"6500,8000,7000,10000,7500,10000,10000,6000,10000,8500,"	"13000,12000,16000,12500,16000,"
A1WK3QVIJZXKKQ	90000	10000	15000	75000	7500	10000	"25600,23600,22000,25900,24300,26000,22000,25700,22000,25800,23300,23000,23500,22000,16000,24500,23800,22000,24000,22000,"	"5500,4000,5000,2000,4500,2000,2000,6000,2000,3500,"	"10000,11000,7000,10500,7000,"
AN3TSG9DHV2FB	90000	20000	15200	22000	20000	15200	"25600,23600,22000,25900,24300,26000,22000,25700,22000,25800,23300,23000,23500,22000,16000,24500,23800,22000,24000,22000,"	"15500,14000,15000,12000,14500,12000,12000,16000,12000,13500,"	"10200,11200,7200,10700,7200,"
asdcghjmnkjk45	10000	0	0	10000	0	0	"14000,14100,14200,14300,14400,15500,15700,16000,16200,16400,16500,16700,17000,18000,18000,18000,18000,18000,18000,24000,"		
A2MC1V5FI2MESG	60500	11050	8350	35300	8500	9400	"26000,25900,25800,25700,25600,24500,24300,24000,23800,23600,23500,23300,23000,22000,22000,22000,22000,22000,22000,16000,"	"7050,6550,6050,5550,5050,4550,3050,3050,3050,3050,"	"12350,12850,13350,16350,16350,"
ASY5AZCZEM04L	75000	33000	23000	27000	15000	15000	"26000,25900,25800,25700,25600,24500,24300,24000,23800,23600,23500,23300,23000,22000,22000,22000,22000,22000,22000,16000,"	"16000,15500,15000,14500,14000,13500,12000,12000,12000,12000,"	"16000,15500,15000,12000,12000,"
A1EKGAXJ093V9	100000	3000	3900	55000	3200	3900	"26000,25900,25800,25700,25600,24500,24300,24000,23800,23600,23500,23300,23000,22000,22000,22000,22000,22000,22000,16000,"	"7000,7500,8000,8500,9000,9500,11000,11000,11000,11000,"	"7900,8400,8900,11900,11900,"
A22FYEGZ5QLW37	79000	21300	42000	38200	16000	19500	"26000,25900,25800,25700,25600,24500,24300,24000,23800,23600,23500,23300,23000,22000,22000,22000,22000,22000,22000,16000,"	"16000,15500,15000,14500,14000,13500,12000,12000,12000,12000,"	"16000,15500,15000,12000,12000,"
A3W0NHITWBDR5I	80000	5000	5000	80000	5000	5000	"26000,25900,25800,25700,25600,24500,24300,24000,23800,23600,23500,23300,23000,22000,22000,22000,22000,22000,22000,16000,"	"9000,9500,10000,10500,11000,11500,13000,13000,13000,13000,"	"9000,9500,10000,13000,13000,"
A3AFBB2C95A05D	8500	2500	10000	10500	7000	4000	"12500,12600,12700,12800,12900,14000,14200,14500,14700,14900,15000,15200,15500,16500,16500,16500,16500,16500,16500,22500,"	"6500,7000,7500,8000,8500,9000,10500,10500,10500,10500,"	"6000,5500,5000,2000,2000,"
 A3Z8J9G2CIQ0U	80386	9800	10000	25200	9800	10000	"25600,23600,22000,25900,24300,26000,22000,25700,22000,25800,23300,23000,23500,22000,16000,24500,23800,22000,24000,22000,"	"5300,3800,4800,1800,4300,1800,1800,5800,1800,3300,"	"5000,6000,2000,5500,2000,"
 A3766BCZSVI0EI	7000	14000	14500	54000	14000	14500	"11400,13400,15000,11100,12700,11000,15000,11300,15000,11200,13700,14000,13500,15000,21000,12500,13200,15000,13000,15000,"	"9500,8000,9000,6000,8500,6000,6000,10000,6000,7500,"	"9500,10500,6500,10000,6500,"
A1SJHSLV0GLIIO	999	8450	34500	9999	23512	34000	"5399,7399,8999,5099,6699,4999,8999,5299,8999,5199,7699,7999,7499,8999,14999,6499,7199,8999,6999,8999,"	"12950,14450,13450,16450,13950,16450,16450,12450,16450,14950,"	"15000,16000,12000,15500,12000,"
AJEYVMEV87SGN	75000	49000	75000	29000	50000	25000	"26000,25900,25800,25700,25600,24500,24300,24000,23800,23600,23500,23300,23000,22000,22000,22000,22000,22000,22000,16000,"	"16000,15500,15000,14500,14000,13500,12000,12000,12000,12000,"	"16000,15500,15000,12000,12000,"
A1ZCXRJZ9Z8VJW	85789	23500	10500	25100	15000	6050	"25600,23600,22000,25900,24300,26000,22000,25700,22000,25800,23300,23000,23500,22000,16000,24500,23800,22000,24000,22000,"	"15500,14000,15000,12000,14500,12000,12000,16000,12000,13500,"	"5500,6500,2500,6000,2500,"
A1IK1JPSPHDYOW	45000	28000	34000	35000	20000	30000	"26000,25900,25800,25700,25600,24500,24300,24000,23800,23600,23500,23300,23000,22000,22000,22000,22000,22000,22000,16000,"	"16000,15500,15000,14500,14000,13500,12000,12000,12000,12000,"	"16000,15500,15000,12000,12000,"
A51JNWPWCSLET	10000	8000	8000	11000	8000	8000	"14000,14100,14200,14300,14400,15500,15700,16000,16200,16400,16500,16700,17000,18000,18000,18000,18000,18000,18000,24000,"	"12000,12500,13000,13500,14000,14500,16000,16000,16000,16000,"	"12000,12500,13000,16000,16000,"
A2CWBA5KCB6BUB	70000	10000	7000	30000	7000	10000	"25600,23600,22000,25900,24300,26000,22000,25700,22000,25800,23300,23000,23500,22000,16000,24500,23800,22000,24000,22000,"	"5500,4000,5000,2000,4500,2000,2000,6000,2000,3500,"	"12000,11000,15000,11500,15000,"
A1VU0K4OKKF1G3 	7000	6000	6500	13000	1200	11000	"11000,11100,11200,11300,11400,12500,12700,13000,13200,13400,13500,13700,14000,15000,15000,15000,15000,15000,15000,21000,"	"10000,10500,11000,11500,12000,12500,14000,14000,14000,14000,"	"10500,11000,11500,14500,14500,"
A202FBLB25LZC8	75000	25000	30000	75000	25000	30000	"25600,23600,22000,25900,24300,26000,22000,25700,22000,25800,23300,23000,23500,22000,16000,24500,23800,22000,24000,22000,"	"15500,14000,15000,12000,14500,12000,12000,16000,12000,13500,"	"15000,16000,12000,15500,12000,"
raja.stars23@gmail.com	100000	99900	99990	100000	99900	99990	"26000,25900,25800,25700,25600,24500,24300,24000,23800,23600,23500,23300,23000,22000,22000,22000,22000,22000,22000,16000,"	"16000,15500,15000,14500,14000,13500,12000,12000,12000,12000,"	"16000,15500,15000,12000,12000,"
A1D6XP27Q1DV87	80000	30000	10000	50000	20000	0	"25600,23600,22000,25900,24300,26000,22000,25700,22000,25800,23300,23000,23500,22000,16000,24500,23800,22000,24000,22000,"	"15500,14000,15000,12000,14500,12000,12000,16000,12000,13500,"	"5000,6000,2000,5500,2000,"
